tas,Year,Month,Country
28.6697,1998,1,AUS
28.4772,1998,2,AUS
26.5492,1998,3,AUS
22.291,1998,4,AUS
19.253,1998,5,AUS
15.4417,1998,6,AUS
14.2722,1998,7,AUS
17.2271,1998,8,AUS
20.1717,1998,9,AUS
23.1074,1998,10,AUS
25.185,1998,11,AUS
26.9649,1998,12,AUS
28.9983,1999,1,AUS
27.0253,1999,2,AUS
25.8202,1999,3,AUS
20.8293,1999,4,AUS
18.9693,1999,5,AUS
15.2988,1999,6,AUS
14.6995,1999,7,AUS
16.5643,1999,8,AUS
20.3534,1999,9,AUS
22.9563,1999,10,AUS
23.5455,1999,11,AUS
25.7537,1999,12,AUS
26.8521,2000,1,AUS
27.0208,2000,2,AUS
25.1281,2000,3,AUS
21.4853,2000,4,AUS
16.428,2000,5,AUS
13.9657,2000,6,AUS
14.7134,2000,7,AUS
15.6791,2000,8,AUS
20.6991,2000,9,AUS
21.9296,2000,10,AUS
25.3254,2000,11,AUS
26.8568,2000,12,AUS
29.0503,2001,1,AUS
27.4861,2001,2,AUS
24.3456,2001,3,AUS
21.8875,2001,4,AUS
17.337,2001,5,AUS
15.4381,2001,6,AUS
14.2907,2001,7,AUS
15.7207,2001,8,AUS
19.7945,2001,9,AUS
21.1172,2001,10,AUS
24.3796,2001,11,AUS
26.0031,2001,12,AUS
27.5946,2002,1,AUS
26.1466,2002,2,AUS
25.5437,2002,3,AUS
23.5681,2002,4,AUS
19.1616,2002,5,AUS
15.1387,2002,6,AUS
14.4648,2002,7,AUS
15.9011,2002,8,AUS
19.9609,2002,9,AUS
23.3724,2002,10,AUS
26.5356,2002,11,AUS
27.7694,2002,12,AUS
28.5553,2003,1,AUS
28.0276,2003,2,AUS
24.9012,2003,3,AUS
22.6098,2003,4,AUS
18.7752,2003,5,AUS
15.6137,2003,6,AUS
14.8961,2003,7,AUS
16.1551,2003,8,AUS
20.1142,2003,9,AUS
21.9359,2003,10,AUS
25.7161,2003,11,AUS
27.8105,2003,12,AUS
28.2629,2004,1,AUS
27.9405,2004,2,AUS
25.5564,2004,3,AUS
22.7434,2004,4,AUS
17.6804,2004,5,AUS
15.4896,2004,6,AUS
14.2571,2004,7,AUS
15.5639,2004,8,AUS
18.7482,2004,9,AUS
24.1947,2004,10,AUS
25.3578,2004,11,AUS
27.3292,2004,12,AUS
28.3293,2005,1,AUS
27.8139,2005,2,AUS
26.4484,2005,3,AUS
24.5055,2005,4,AUS
19.1963,2005,5,AUS
15.7897,2005,6,AUS
15.0366,2005,7,AUS
16.0205,2005,8,AUS
20.0782,2005,9,AUS
23.5888,2005,10,AUS
25.8447,2005,11,AUS
27.7706,2005,12,AUS
28.9207,2006,1,AUS
27.634,2006,2,AUS
25.9699,2006,3,AUS
21.1264,2006,4,AUS
16.8394,2006,5,AUS
13.7502,2006,6,AUS
13.9152,2006,7,AUS
16.6556,2006,8,AUS
20.2181,2006,9,AUS
23.8872,2006,10,AUS
26.7321,2006,11,AUS
27.0019,2006,12,AUS
27.7626,2007,1,AUS
28.8825,2007,2,AUS
25.7222,2007,3,AUS
22.7258,2007,4,AUS
19.4526,2007,5,AUS
13.3409,2007,6,AUS
14.3393,2007,7,AUS
16.7454,2007,8,AUS
20.2059,2007,9,AUS
23.7555,2007,10,AUS
25.6898,2007,11,AUS
26.8222,2007,12,AUS
28.9621,2008,1,AUS
26.4298,2008,2,AUS
25.7662,2008,3,AUS
21.3936,2008,4,AUS
18.186,2008,5,AUS
15.7205,2008,6,AUS
14.324,2008,7,AUS
14.7291,2008,8,AUS
20.244,2008,9,AUS
24.0008,2008,10,AUS
24.8458,2008,11,AUS
26.9036,2008,12,AUS
28.2974,2009,1,AUS
27.6378,2009,2,AUS
25.8254,2009,3,AUS
22.2149,2009,4,AUS
17.6616,2009,5,AUS
15.4024,2009,6,AUS
14.6845,2009,7,AUS
17.7873,2009,8,AUS
20.0141,2009,9,AUS
22.787,2009,10,AUS
26.8842,2009,11,AUS
27.648,2009,12,AUS
28.3893,2010,1,AUS
27.7618,2010,2,AUS
25.499,2010,3,AUS
23.126,2010,4,AUS
18.0658,2010,5,AUS
14.9638,2010,6,AUS
14.6273,2010,7,AUS
15.4822,2010,8,AUS
18.6901,2010,9,AUS
21.7101,2010,10,AUS
24.3909,2010,11,AUS
26.1794,2010,12,AUS
28.5962,2011,1,AUS
26.6793,2011,2,AUS
24.1531,2011,3,AUS
21.2144,2011,4,AUS
16.4175,2011,5,AUS
14.2608,2011,6,AUS
14.5631,2011,7,AUS
16.7662,2011,8,AUS
19.1221,2011,9,AUS
22.7699,2011,10,AUS
25.3725,2011,11,AUS
26.4441,2011,12,AUS
27.7054,2012,1,AUS
26.7077,2012,2,AUS
24.2278,2012,3,AUS
21.8738,2012,4,AUS
17.3281,2012,5,AUS
14.3049,2012,6,AUS
13.5637,2012,7,AUS
16.0875,2012,8,AUS
20.08,2012,9,AUS
23.2859,2012,10,AUS
26.5397,2012,11,AUS
27.9185,2012,12,AUS
29.5589,2013,1,AUS
27.8033,2013,2,AUS
26.0481,2013,3,AUS
22.9791,2013,4,AUS
18.9305,2013,5,AUS
15.5216,2013,6,AUS
15.4174,2013,7,AUS
17.3297,2013,8,AUS
21.4669,2013,9,AUS
23.8473,2013,10,AUS
25.6515,2013,11,AUS
27.5581,2013,12,AUS
28.7527,2014,1,AUS
27.235,2014,2,AUS
26.0693,2014,3,AUS
22.868,2014,4,AUS
19.5168,2014,5,AUS
15.3047,2014,6,AUS
14.3534,2014,7,AUS
15.8782,2014,8,AUS
20.2287,2014,9,AUS
24.4245,2014,10,AUS
26.931,2014,11,AUS
27.8774,2014,12,AUS
27.7918,2015,1,AUS
28.9366,2015,2,AUS
26.1335,2015,3,AUS
21.1191,2015,4,AUS
17.6329,2015,5,AUS
16.1442,2015,6,AUS
14.3923,2015,7,AUS
16.3887,2015,8,AUS
19.162,2015,9,AUS
24.9897,2015,10,AUS
26.9465,2015,11,AUS
28.0637,2015,12,AUS
-6.7226,1901,1,AUT
-7.026,1901,2,AUT
0.24496,1901,3,AUT
5.50819,1901,4,AUT
9.99872,1901,5,AUT
13.8021,1901,6,AUT
15.4035,1901,7,AUT
14.3483,1901,8,AUT
11.3599,1901,9,AUT
7.63587,1901,10,AUT
-0.3224,1901,11,AUT
-0.9541,1901,12,AUT
-0.7497,1902,1,AUT
-2.1919,1902,2,AUT
0.83254,1902,3,AUT
6.01592,1902,4,AUT
5.90275,1902,5,AUT
11.7435,1902,6,AUT
14.4146,1902,7,AUT
14.1206,1902,8,AUT
11.1871,1902,9,AUT
6.11367,1902,10,AUT
-0.8684,1902,11,AUT
-4.2233,1902,12,AUT
-4.7733,1903,1,AUT
0.09984,1903,2,AUT
2.96471,1903,3,AUT
2.16799,1903,4,AUT
9.92215,1903,5,AUT
12.297,1903,6,AUT
14.1429,1903,7,AUT
14.4445,1903,8,AUT
11.3761,1903,9,AUT
7.75763,1903,10,AUT
2.13775,1903,11,AUT
-2.8883,1903,12,AUT
-4.2439,1904,1,AUT
-1.1334,1904,2,AUT
1.55062,1904,3,AUT
6.35248,1904,4,AUT
10.0793,1904,5,AUT
13.7017,1904,6,AUT
16.766,1904,7,AUT
15.2626,1904,8,AUT
9.82117,1904,9,AUT
6.71821,1904,10,AUT
0.39734,1904,11,AUT
-1.6655,1904,12,AUT
-6.1843,1905,1,AUT
-2.3686,1905,2,AUT
2.00696,1905,3,AUT
3.9593,1905,4,AUT
9.32077,1905,5,AUT
13.931,1905,6,AUT
16.9877,1905,7,AUT
15.2561,1905,8,AUT
12.5433,1905,9,AUT
3.06482,1905,10,AUT
1.47233,1905,11,AUT
-1.6698,1905,12,AUT
-3.2703,1906,1,AUT
-2.9116,1906,2,AUT
0.39449,1906,3,AUT
5.36297,1906,4,AUT
10.0805,1906,5,AUT
11.9839,1906,6,AUT
14.8906,1906,7,AUT
14.5807,1906,8,AUT
9.99941,1906,9,AUT
7.65405,1906,10,AUT
3.59685,1906,11,AUT
-4.7305,1906,12,AUT
-4.464,1907,1,AUT
-4.4936,1907,2,AUT
-1.0811,1907,3,AUT
2.89053,1907,4,AUT
11.2059,1907,5,AUT
13.3604,1907,6,AUT
13.2905,1907,7,AUT
14.9008,1907,8,AUT
11.7487,1907,9,AUT
10.1587,1907,10,AUT
0.9073,1907,11,AUT
-1.3773,1907,12,AUT
-5.0561,1908,1,AUT
-1.96,1908,2,AUT
-0.2939,1908,3,AUT
3.23671,1908,4,AUT
12.1963,1908,5,AUT
14.9158,1908,6,AUT
14.7539,1908,7,AUT
13.0232,1908,8,AUT
9.87757,1908,9,AUT
6.60325,1908,10,AUT
-1.5603,1908,11,AUT
-3.5466,1908,12,AUT
-5.957,1909,1,AUT
-5.7484,1909,2,AUT
-0.7974,1909,3,AUT
5.99813,1909,4,AUT
8.5985,1909,5,AUT
12.2147,1909,6,AUT
13.3021,1909,7,AUT
14.6083,1909,8,AUT
11.3583,1909,9,AUT
8.52051,1909,10,AUT
-0.1423,1909,11,AUT
-0.8401,1909,12,AUT
-2.4831,1910,1,AUT
-0.7367,1910,2,AUT
1.58854,1910,3,AUT
4.66413,1910,4,AUT
9.05681,1910,5,AUT
13.5346,1910,6,AUT
13.2524,1910,7,AUT
13.9267,1910,8,AUT
9.61794,1910,9,AUT
7.46582,1910,10,AUT
0.03056,1910,11,AUT
0.46995,1910,12,AUT
-4.9861,1911,1,AUT
-2.781,1911,2,AUT
1.43567,1911,3,AUT
4.7314,1911,4,AUT
9.71209,1911,5,AUT
12.4692,1911,6,AUT
16.6984,1911,7,AUT
16.4718,1911,8,AUT
12.5969,1911,9,AUT
6.95766,1911,10,AUT
3.22855,1911,11,AUT
-0.3462,1911,12,AUT
-4.144,1912,1,AUT
0.21248,1912,2,AUT
3.48059,1912,3,AUT
3.64483,1912,4,AUT
9.87806,1912,5,AUT
13.5012,1912,6,AUT
14.7328,1912,7,AUT
12.4211,1912,8,AUT
7.23168,1912,9,AUT
4.90876,1912,10,AUT
-1.4921,1912,11,AUT
-0.9136,1912,12,AUT
-4.0015,1913,1,AUT
-3.1215,1913,2,AUT
3.37635,1913,3,AUT
5.23713,1913,4,AUT
9.3599,1913,5,AUT
12.5694,1913,6,AUT
11.8203,1913,7,AUT
12.9145,1913,8,AUT
10.8373,1913,9,AUT
7.93283,1913,10,AUT
3.44947,1913,11,AUT
-1.462,1913,12,AUT
-7.0904,1914,1,AUT
-2.1083,1914,2,AUT
2.11294,1914,3,AUT
6.87313,1914,4,AUT
8.86201,1914,5,AUT
11.8768,1914,6,AUT
13.8045,1914,7,AUT
14.7961,1914,8,AUT
10.3517,1914,9,AUT
6.23622,1914,10,AUT
0.7322,1914,11,AUT
-0.4748,1914,12,AUT
-2.7454,1915,1,AUT
-2.1636,1915,2,AUT
-0.0751,1915,3,AUT
4.84711,1915,4,AUT
11.2894,1915,5,AUT
14.7255,1915,6,AUT
14.1838,1915,7,AUT
12.7845,1915,8,AUT
9.48239,1915,9,AUT
4.67943,1915,10,AUT
-1.121,1915,11,AUT
1.16698,1915,12,AUT
0.22004,1916,1,AUT
-1.7298,1916,2,AUT
3.39983,1916,3,AUT
5.29863,1916,4,AUT
10.6217,1916,5,AUT
11.3307,1916,6,AUT
14.3827,1916,7,AUT
14.0225,1916,8,AUT
9.68291,1916,9,AUT
6.50272,1916,10,AUT
2.81384,1916,11,AUT
0.16517,1916,12,AUT
-4.5176,1917,1,AUT
-5.9812,1917,2,AUT
-1.2103,1917,3,AUT
2.09021,1917,4,AUT
11.9058,1917,5,AUT
15.5131,1917,6,AUT
15.3696,1917,7,AUT
15.2389,1917,8,AUT
13.2543,1917,9,AUT
6.21019,1917,10,AUT
1.42739,1917,11,AUT
-4.7982,1917,12,AUT
-2.5988,1918,1,AUT
-1.8038,1918,2,AUT
1.75416,1918,3,AUT
7.00753,1918,4,AUT
10.7667,1918,5,AUT
10.6731,1918,6,AUT
14.1105,1918,7,AUT
13.9057,1918,8,AUT
12.3143,1918,9,AUT
6.17722,1918,10,AUT
0.45521,1918,11,AUT
-0.0908,1918,12,AUT
-1.182,1919,1,AUT
-3.235,1919,2,AUT
1.43862,1919,3,AUT
3.14877,1919,4,AUT
7.16599,1919,5,AUT
12.6555,1919,6,AUT
12.2889,1919,7,AUT
14.9503,1919,8,AUT
12.9429,1919,9,AUT
4.76947,1919,10,AUT
-0.6512,1919,11,AUT
-1.9887,1919,12,AUT
-0.3804,1920,1,AUT
-0.1129,1920,2,AUT
3.66396,1920,3,AUT
7.38515,1920,4,AUT
12.3307,1920,5,AUT
11.9899,1920,6,AUT
15.3874,1920,7,AUT
13.0969,1920,8,AUT
11.7969,1920,9,AUT
5.57604,1920,10,AUT
-1.1391,1920,11,AUT
-1.58,1920,12,AUT
0.83195,1921,1,AUT
-1.9811,1921,2,AUT
2.76136,1921,3,AUT
4.20208,1921,4,AUT
11.5659,1921,5,AUT
12.0119,1921,6,AUT
16.525,1921,7,AUT
15.5298,1921,8,AUT
11.8231,1921,9,AUT
8.68528,1921,10,AUT
-1.2393,1921,11,AUT
-2.5849,1921,12,AUT
-5.0109,1922,1,AUT
-3.9087,1922,2,AUT
2.39542,1922,3,AUT
3.94499,1922,4,AUT
10.8083,1922,5,AUT
13.6736,1922,6,AUT
14.4178,1922,7,AUT
14.7191,1922,8,AUT
9.62254,1922,9,AUT
4.67952,1922,10,AUT
-0.5033,1922,11,AUT
-1.7239,1922,12,AUT
-2.3891,1923,1,AUT
-1.5869,1923,2,AUT
1.92337,1923,3,AUT
4.49681,1923,4,AUT
10.7901,1923,5,AUT
9.68501,1923,6,AUT
16.1752,1923,7,AUT
15.0774,1923,8,AUT
11.2103,1923,9,AUT
9.14414,1923,10,AUT
2.03301,1923,11,AUT
-3.3294,1923,12,AUT
-5.299,1924,1,AUT
-4.8968,1924,2,AUT
-0.0643,1924,3,AUT
4.65883,1924,4,AUT
11.4673,1924,5,AUT
12.71,1924,6,AUT
14.6559,1924,7,AUT
12.2703,1924,8,AUT
12.1814,1924,9,AUT
7.0846,1924,10,AUT
0.77723,1924,11,AUT
-2.1238,1924,12,AUT
-1.7177,1925,1,AUT
0.463,1925,2,AUT
-0.8715,1925,3,AUT
5.59853,1925,4,AUT
10.7077,1925,5,AUT
12.421,1925,6,AUT
14.6626,1925,7,AUT
14.2587,1925,8,AUT
9.55087,1925,9,AUT
6.99663,1925,10,AUT
0.71531,1925,11,AUT
-3.8375,1925,12,AUT
-3.7297,1926,1,AUT
1.79573,1926,2,AUT
1.43743,1926,3,AUT
6.74547,1926,4,AUT
8.78493,1926,5,AUT
11.02,1926,6,AUT
14.1084,1926,7,AUT
13.8423,1926,8,AUT
12.9059,1926,9,AUT
7.47397,1926,10,AUT
5.51258,1926,11,AUT
-2.4205,1926,12,AUT
-1.7706,1927,1,AUT
-2.9475,1927,2,AUT
2.98853,1927,3,AUT
5.32001,1927,4,AUT
9.63142,1927,5,AUT
13.8778,1927,6,AUT
15.5499,1927,7,AUT
14.891,1927,8,AUT
12.0462,1927,9,AUT
6.63517,1927,10,AUT
1.8617,1927,11,AUT
-4.2603,1927,12,AUT
-2.0325,1928,1,AUT
-1.0424,1928,2,AUT
0.46993,1928,3,AUT
5.88333,1928,4,AUT
7.39775,1928,5,AUT
12.7579,1928,6,AUT
17.6925,1928,7,AUT
15.8078,1928,8,AUT
11.3257,1928,9,AUT
7.3128,1928,10,AUT
3.58871,1928,11,AUT
-3.5689,1928,12,AUT
-7.8666,1929,1,AUT
-7.8903,1929,2,AUT
-0.169,1929,3,AUT
2.68615,1929,4,AUT
10.8239,1929,5,AUT
13.2015,1929,6,AUT
15.9153,1929,7,AUT
15.4868,1929,8,AUT
13.0238,1929,9,AUT
7.99337,1929,10,AUT
2.82085,1929,11,AUT
-0.0703,1929,12,AUT
-1.7452,1930,1,AUT
-3.4759,1930,2,AUT
2.74302,1930,3,AUT
6.16956,1930,4,AUT
9.29817,1930,5,AUT
15.7723,1930,6,AUT
14.6537,1930,7,AUT
14.149,1930,8,AUT
12.0441,1930,9,AUT
6.702,1930,10,AUT
3.71737,1930,11,AUT
-2.2801,1930,12,AUT
-3.0746,1931,1,AUT
-3.4429,1931,2,AUT
-2.0731,1931,3,AUT
3.43356,1931,4,AUT
12.6205,1931,5,AUT
15.1141,1931,6,AUT
15.4757,1931,7,AUT
13.8141,1931,8,AUT
7.98213,1931,9,AUT
5.74259,1931,10,AUT
1.89049,1931,11,AUT
-3.6116,1931,12,AUT
-2.0458,1932,1,AUT
-6.4905,1932,2,AUT
-2.1696,1932,3,AUT
4.6808,1932,4,AUT
10.2497,1932,5,AUT
12.1615,1932,6,AUT
15.9325,1932,7,AUT
16.88,1932,8,AUT
14.9761,1932,9,AUT
7.21416,1932,10,AUT
2.0445,1932,11,AUT
-1.6463,1932,12,AUT
-5.8854,1933,1,AUT
-2.7363,1933,2,AUT
1.71942,1933,3,AUT
4.39312,1933,4,AUT
8.36814,1933,5,AUT
10.9045,1933,6,AUT
15.3026,1933,7,AUT
15.091,1933,8,AUT
11.4548,1933,9,AUT
7.10311,1933,10,AUT
0.89008,1933,11,AUT
-6.4988,1933,12,AUT
-3.3182,1934,1,AUT
-2.4915,1934,2,AUT
2.75589,1934,3,AUT
8.0294,1934,4,AUT
11.5354,1934,5,AUT
13.0152,1934,6,AUT
16.106,1934,7,AUT
14.6121,1934,8,AUT
13.1504,1934,9,AUT
7.07782,1934,10,AUT
2.2813,1934,11,AUT
2.08687,1934,12,AUT
-5.5416,1935,1,AUT
-2.0491,1935,2,AUT
-0.4495,1935,3,AUT
4.6796,1935,4,AUT
8.17721,1935,5,AUT
15.3325,1935,6,AUT
15.6403,1935,7,AUT
14.4467,1935,8,AUT
11.8718,1935,9,AUT
8.18655,1935,10,AUT
2.50484,1935,11,AUT
-2.5899,1935,12,AUT
-0.0491,1936,1,AUT
-1.8792,1936,2,AUT
3.38475,1936,3,AUT
5.5893,1936,4,AUT
10.3186,1936,5,AUT
12.9927,1936,6,AUT
15.4793,1936,7,AUT
13.8442,1936,8,AUT
11.4469,1936,9,AUT
3.65767,1936,10,AUT
1.16284,1936,11,AUT
-2.0513,1936,12,AUT
-4.2557,1937,1,AUT
-0.8223,1937,2,AUT
1.78577,1937,3,AUT
4.90915,1937,4,AUT
11.9836,1937,5,AUT
14.5539,1937,6,AUT
15.1305,1937,7,AUT
14.3563,1937,8,AUT
11.3908,1937,9,AUT
7.80351,1937,10,AUT
1.16864,1937,11,AUT
-3.2626,1937,12,AUT
-3.0749,1938,1,AUT
-2.546,1938,2,AUT
3.95452,1938,3,AUT
1.94087,1938,4,AUT
8.48923,1938,5,AUT
14.8511,1938,6,AUT
15.1144,1938,7,AUT
14.8377,1938,8,AUT
11.2161,1938,9,AUT
8.05098,1938,10,AUT
3.54841,1938,11,AUT
-4.0651,1938,12,AUT
-1.6573,1939,1,AUT
-0.8286,1939,2,AUT
-1.5062,1939,3,AUT
7.73559,1939,4,AUT
8.14667,1939,5,AUT
13.6158,1939,6,AUT
15.1967,1939,7,AUT
15.2266,1939,8,AUT
11.1054,1939,9,AUT
5.73959,1939,10,AUT
2.68997,1939,11,AUT
-4.4517,1939,12,AUT
-9.653,1940,1,AUT
-6.0705,1940,2,AUT
-0.1876,1940,3,AUT
5.58499,1940,4,AUT
8.7999,1940,5,AUT
13.1444,1940,6,AUT
14.0453,1940,7,AUT
12.567,1940,8,AUT
11.5131,1940,9,AUT
6.90484,1940,10,AUT
3.09091,1940,11,AUT
-7.0569,1940,12,AUT
-6.342,1941,1,AUT
-2.325,1941,2,AUT
1.55963,1941,3,AUT
3.93956,1941,4,AUT
7.0791,1941,5,AUT
13.4407,1941,6,AUT
15.2033,1941,7,AUT
13.6403,1941,8,AUT
10.0714,1941,9,AUT
6.03366,1941,10,AUT
-0.7124,1941,11,AUT
-2.4613,1941,12,AUT
-10.348,1942,1,AUT
-6.1956,1942,2,AUT
0.42004,1942,3,AUT
4.449,1942,4,AUT
10.2187,1942,5,AUT
13.0211,1942,6,AUT
14.3977,1942,7,AUT
15.2708,1942,8,AUT
14.7002,1942,9,AUT
9.65136,1942,10,AUT
0.5174,1942,11,AUT
-0.9101,1942,12,AUT
-5.2634,1943,1,AUT
0.06075,1943,2,AUT
3.09573,1943,3,AUT
6.66261,1943,4,AUT
9.66794,1943,5,AUT
11.9059,1943,6,AUT
15.0006,1943,7,AUT
16.8013,1943,8,AUT
13.086,1943,9,AUT
8.91808,1943,10,AUT
0.37953,1943,11,AUT
-1.5548,1943,12,AUT
-0.7047,1944,1,AUT
-4.1193,1944,2,AUT
-2.0369,1944,3,AUT
6.09449,1944,4,AUT
9.07842,1944,5,AUT
11.9768,1944,6,AUT
14.7672,1944,7,AUT
17.2705,1944,8,AUT
11.3858,1944,9,AUT
7.17847,1944,10,AUT
0.95764,1944,11,AUT
-3.6737,1944,12,AUT
-7.9197,1945,1,AUT
-0.1532,1945,2,AUT
2.90025,1945,3,AUT
6.42467,1945,4,AUT
11.804,1945,5,AUT
14.6584,1945,6,AUT
16.4113,1945,7,AUT
14.8599,1945,8,AUT
11.8426,1945,9,AUT
6.90634,1945,10,AUT
1.0289,1945,11,AUT
-1.5491,1945,12,AUT
-5.0435,1946,1,AUT
-0.398,1946,2,AUT
2.72909,1946,3,AUT
8.21723,1946,4,AUT
12.3904,1946,5,AUT
13.5196,1946,6,AUT
16.5318,1946,7,AUT
15.7209,1946,8,AUT
13.1572,1946,9,AUT
4.90792,1946,10,AUT
1.21497,1946,11,AUT
-4.9405,1946,12,AUT
-8.1669,1947,1,AUT
-5.7328,1947,2,AUT
1.69108,1947,3,AUT
7.91121,1947,4,AUT
11.7565,1947,5,AUT
14.8833,1947,6,AUT
16.7256,1947,7,AUT
15.9299,1947,8,AUT
14.7429,1947,9,AUT
6.07594,1947,10,AUT
3.41308,1947,11,AUT
-1.6307,1947,12,AUT
0.11216,1948,1,AUT
-2.6311,1948,2,AUT
3.05127,1948,3,AUT
6.92653,1948,4,AUT
11.8079,1948,5,AUT
12.3823,1948,6,AUT
13.2375,1948,7,AUT
14.8788,1948,8,AUT
12.444,1948,9,AUT
7.66178,1948,10,AUT
2.06007,1948,11,AUT
-3.1472,1948,12,AUT
-1.6848,1949,1,AUT
-1.3144,1949,2,AUT
-0.8924,1949,3,AUT
7.97101,1949,4,AUT
10.0831,1949,5,AUT
12.0325,1949,6,AUT
15.0743,1949,7,AUT
14.3586,1949,8,AUT
13.5973,1949,9,AUT
8.55168,1949,10,AUT
2.01506,1949,11,AUT
-0.4332,1949,12,AUT
-4.6841,1950,1,AUT
-0.4604,1950,2,AUT
3.00232,1950,3,AUT
5.22182,1950,4,AUT
11.9536,1950,5,AUT
15.5463,1950,6,AUT
17.249,1950,7,AUT
15.9335,1950,8,AUT
11.7849,1950,9,AUT
6.00222,1950,10,AUT
1.69456,1950,11,AUT
-2.9643,1950,12,AUT
-1.5079,1951,1,AUT
-0.3254,1951,2,AUT
0.53121,1951,3,AUT
5.35263,1951,4,AUT
9.57183,1951,5,AUT
13.5365,1951,6,AUT
15.1753,1951,7,AUT
16.0048,1951,8,AUT
13.395,1951,9,AUT
6.14027,1951,10,AUT
4.17189,1951,11,AUT
-0.7095,1951,12,AUT
-3.7065,1952,1,AUT
-3.3533,1952,2,AUT
-0.1067,1952,3,AUT
8.24764,1952,4,AUT
9.6236,1952,5,AUT
13.8245,1952,6,AUT
17.1143,1952,7,AUT
16.6296,1952,8,AUT
9.32852,1952,9,AUT
6.01769,1952,10,AUT
-0.0284,1952,11,AUT
-3.0908,1952,12,AUT
-3.9901,1953,1,AUT
-2.6926,1953,2,AUT
2.02604,1953,3,AUT
6.7179,1953,4,AUT
10.0158,1953,5,AUT
13.4293,1953,6,AUT
15.9165,1953,7,AUT
14.2135,1953,8,AUT
12.7628,1953,9,AUT
9.22326,1953,10,AUT
1.47087,1953,11,AUT
-0.9013,1953,12,AUT
-6.958,1954,1,AUT
-6.3991,1954,2,AUT
2.48315,1954,3,AUT
3.7124,1954,4,AUT
9.04527,1954,5,AUT
14.2185,1954,6,AUT
12.8926,1954,7,AUT
14.2615,1954,8,AUT
12.7324,1954,9,AUT
7.09152,1954,10,AUT
1.20128,1954,11,AUT
0.33596,1954,12,AUT
-3.1306,1955,1,AUT
-2.8767,1955,2,AUT
-1.1441,1955,3,AUT
4.11375,1955,4,AUT
8.7768,1955,5,AUT
12.4953,1955,6,AUT
14.8942,1955,7,AUT
13.9264,1955,8,AUT
11.6917,1955,9,AUT
6.568,1955,10,AUT
1.12323,1955,11,AUT
0.26289,1955,12,AUT
-2.0572,1956,1,AUT
-8.9094,1956,2,AUT
-0.399,1956,3,AUT
4.23298,1956,4,AUT
9.99819,1956,5,AUT
11.5626,1956,6,AUT
15.4055,1956,7,AUT
14.4344,1956,8,AUT
12.9952,1956,9,AUT
6.53633,1956,10,AUT
-0.447,1956,11,AUT
-1.9896,1956,12,AUT
-3.7982,1957,1,AUT
0.8446,1957,2,AUT
4.12483,1957,3,AUT
5.28907,1957,4,AUT
7.44657,1957,5,AUT
15.0391,1957,6,AUT
15.4469,1957,7,AUT
13.8048,1957,8,AUT
10.7596,1957,9,AUT
7.22654,1957,10,AUT
2.98379,1957,11,AUT
-1.6051,1957,12,AUT
-3.567,1958,1,AUT
-0.2224,1958,2,AUT
-2.6584,1958,3,AUT
3.19459,1958,4,AUT
13.3458,1958,5,AUT
12.625,1958,6,AUT
15.8383,1958,7,AUT
15.5405,1958,8,AUT
12.6371,1958,9,AUT
7.54224,1958,10,AUT
3.02227,1958,11,AUT
-0.7146,1958,12,AUT
-2.922,1959,1,AUT
-2.1713,1959,2,AUT
4.12337,1959,3,AUT
6.63712,1959,4,AUT
10.0228,1959,5,AUT
12.9668,1959,6,AUT
16.1895,1959,7,AUT
14.5685,1959,8,AUT
11.2088,1959,9,AUT
6.60634,1959,10,AUT
1.89972,1959,11,AUT
0.00436,1959,12,AUT
-3.787,1960,1,AUT
-2.4051,1960,2,AUT
2.04228,1960,3,AUT
5.36699,1960,4,AUT
10.0971,1960,5,AUT
13.7403,1960,6,AUT
13.4765,1960,7,AUT
14.6599,1960,8,AUT
10.7856,1960,9,AUT
7.74898,1960,10,AUT
3.37763,1960,11,AUT
-0.7515,1960,12,AUT
-4.2873,1961,1,AUT
0.58494,1961,2,AUT
3.86461,1961,3,AUT
8.90256,1961,4,AUT
8.45536,1961,5,AUT
14.3232,1961,6,AUT
13.8067,1961,7,AUT
14.8331,1961,8,AUT
14.5837,1961,9,AUT
8.74262,1961,10,AUT
1.93501,1961,11,AUT
-3.4859,1961,12,AUT
-2.3703,1962,1,AUT
-2.6856,1962,2,AUT
-1.8233,1962,3,AUT
6.00744,1962,4,AUT
8.16182,1962,5,AUT
11.5708,1962,6,AUT
13.7747,1962,7,AUT
16.2206,1962,8,AUT
11.2042,1962,9,AUT
7.43349,1962,10,AUT
1.0463,1962,11,AUT
-6.3409,1962,12,AUT
-8.5637,1963,1,AUT
-7.1777,1963,2,AUT
-0.2508,1963,3,AUT
6.76374,1963,4,AUT
9.68684,1963,5,AUT
14.0721,1963,6,AUT
16.315,1963,7,AUT
15.0075,1963,8,AUT
12.9066,1963,9,AUT
7.12812,1963,10,AUT
5.17529,1963,11,AUT
-5.6029,1963,12,AUT
-6.664,1964,1,AUT
-2.0687,1964,2,AUT
-0.8827,1964,3,AUT
6.77704,1964,4,AUT
10.6886,1964,5,AUT
15.146,1964,6,AUT
15.87,1964,7,AUT
14.1887,1964,8,AUT
11.9868,1964,9,AUT
5.98949,1964,10,AUT
3.44124,1964,11,AUT
-2.5582,1964,12,AUT
-2.1227,1965,1,AUT
-5.7517,1965,2,AUT
0.54921,1965,3,AUT
4.34426,1965,4,AUT
8.52865,1965,5,AUT
